latitude,longitude
391536N,0955919W
,
041432N,0715519W
363952N,0882222W
,
393030N,1071838W
044327N,0115212W
402442N,0871526W
042447N,0823746W
313850N,0106257E
421717N,0089810W
,
454255N,1223029W
462655N,1095110W
033174N,1164011W
293720N,0953924W
455755N,0953555W
332846N,0096553W
402236N,1203423W
035936N,0106300W
048314N,1224838W
038625N,0924021W
045477N,0094123W
431851N,0834241W
035630N,0811031W
029331N,0095232W
026747N,0973745W
393448N,1045138W
443617N,1022319W
,
265044N,0801318W
035237N,0864943W
442554N,0682848W
415137N,1033939W
035112N,0923318W
040391N,0120467W
041213N,0072127W
068825N,1475639W
302434N,0842130W
621915N,0150535W
401452N,0080048W
475355N,1243632W
035589N,1201921W
343114N,0099262W
452540N,1225635W
315520N,0102235W
213111N,0872236W
332013N,0903453W
421135N,0089519W
,
415732N,0853532W
385050N,0944416W
165024S,0136436E
,
032139N,0962353W
475339N,0914617W
333332N,0861457W
355128N,0090226W
415457N,0724636W
353949N,0815317W
394051N,1195248W
321158N,0095510W
451013N,1213255W
341127N,1175519W
030820N,0092200W
373849N,0092399W
036728N,0864041W
383724N,0903234W
060729N,1525643W
004173N,1014817W
414821N,0107121W
631139N,1423419W
573853N,0181943E
335829N,1173811W
335811N,1181425W
385513N,1043329W
644842N,1475528W
352812N,0822652W
002616N,0804537W
403425N,1222426W
039590N,1044216W
255940N,0801015W
442945N,0026453E
384837N,0751416W
315958N,1102136W
355610N,0112753W
334118N,0112457W
,
384723N,0873618W
304256N,0961953W
041413N,0812323W
403314N,0124758W
032739N,0081128W
,
,
424412N,0825320W
261458S,0282354E
391731N,0075488W
026558N,0815927W
038823N,0078278W
434524N,0084359W
,
434529N,0841558W
061371N,1491918W
062221N,0147291W
681950N,1581428W
471220N,0942522W
383825N,0781826W
395941N,1044250W
321143N,0832833W
,
352811N,0973111W
443213N,0723650W
415018N,0008849W
394654N,0162429E
030414N,0903338W
354110N,0094159W
036247N,1183648W
343335N,1154449W
432459N,1164224W
413725N,0098577W
445919N,0851154W
032912N,0944758W
041037N,0951313W
333451N,0961045W
474710N,1164310W
295215N,0981536W
061360N,0149141W
361523N,1131351W
331842N,0844611W
334522N,0845249W
354143N,0855113W
291039N,0095121W
063590N,0145460W
263512N,0815148W
048414N,1231235W
613350N,1561340W
,
475418N,0122610W
353318N,0843111W
341131N,1182921W
452530N,1171554W
002800N,0008000W
034101N,0008684W
385729N,1122147W
,
035354N,0885624W
354039N,0934356W
293117N,0951432W
029420N,0083310W
593759N,1513018W
471150N,1132644W
453143N,0098535W
453858N,1082251W
004580N,1151918W
005428S,0424134W
444840N,0925511W
351251N,0804840W
652350N,1475046W
067246N,1602944W
302341N,0862813W
394035N,0753611W
034824N,1173859W
393331N,0104510W
612010N,1424055W
315210N,0095133W
323539N,0971130W
385847N,0913636W
275235N,0805918W
403110N,0077100W
442723N,0006220E
143522N,0005120W
026845N,0803115W
255951N,0801430W
002679N,0080748W
381242N,0090054W
342457N,0103852W
424926N,0855526W
403146N,0861015W
031426N,0961248W
323326N,0114413W
375433N,1212026W
504030N,0042658E
031541N,0009249W
039120N,1045024W
032450N,0845215W
304510N,0815845W
412957N,0713526W
412227N,0754214W
421317N,0882459W
421346N,0883221W
042635N,0088227W
381725N,0086219W
402511N,0865326W
,
068260N,0143561W
435036N,1162442W
593845N,1512832W
342637N,0822123W
482733N,0115619E
050623N,0112629E
345348N,0971126W
038150N,0935324W
292810N,0983147W
334610N,0822716W
354132N,0088410W
394213N,0774344W
451123N,1235738W
,
584022N,1563833W
284618N,0821843W
031428N,0974058W
024573N,0046429E
,
,
285844N,0805529W
585236N,0053816E
344113N,0813828W
295330N,0975245W
324717N,0096535W
351824N,0774717W
041231N,0723021W
172343S,1452027E
044385N,1112034W
302834N,0975719W
040043N,0805443W
342317N,1195024W
324851N,0117828W
,
039153N,1061733W
401424N,0753322W
030315N,0953322W
039247N,1191515W
343144N,1142555W
613515N,1502354W
,
035571N,0815953W
475849N,1164711W
,
415431N,0704340W
361622N,0801737W
045852N,0923221W
384455N,0765721W
415720N,0072315W
372027N,1182126W
273835N,0823112W
003524N,0085139W
543818N,0025656W
363735N,0932526W
341644N,0114814W
595937N,1415045W
033525N,0841822W
395551N,0084049W
,
,
,
,
292825N,0815932W
242713S,0275639E
443153N,0694037W
047647N,1221729W
,
,
293138N,0904552W
037628N,0793533W
282019N,0815727W
034014N,0083402W
405610N,0081018W
401119N,0771042W
452321N,0865528W
047831N,1191416W
351229N,0855336W
442927N,1035134W
037834N,1074544W
413028N,0873445W
047516N,1221728W
324215S,1512920E
373939N,0122815W
302120N,0894924W
341556N,0110020W
036957N,1155414W
010859N,0675542W
612458N,1493030W
027233S,0015373E
403554N,0733344W
263253N,0784147W
301056N,0951134W
002950N,0822141W
314250N,0822338W
335048N,0783436W
324918N,1165545W
033490N,1115418W
040952N,0105949W
413547N,0010948W
037639N,0009790W
341754N,0112058W
333338N,0101505W
030440N,0975756W
023047S,0028426E
292117N,0822814W
324610N,1081242W
355247N,0106167W
461822N,1191830W
212043N,1574824W
332749N,0882251W
032232N,0944241W
392553N,0841523W
,
292655N,0943919W
042651N,0087545W
241425N,0106519W
,
404543N,0854756W
455527N,0074046E
036134N,1151137W
,
037423N,0113556W
454839N,1083121W
,
003902N,0119454W
042938N,0791424W
385959N,0119459W
303643N,0812740W
481512N,0122257W
,
,
,
037564N,0097410W
261043N,0975826W
394129N,0835928W
401516N,0011017E
,
033259N,0252758E
333137N,1121742W
033220N,0823722W
323338N,0834036W
033168N,1114835W
301456N,0985640W
034329N,1181229W
273537N,1393910W
471338N,0102310W
003022N,0903314W
611024N,1495912W
335858N,0083402W
375024N,1215229W
354356N,0783743W
043267N,0855945W
034740N,0097348W
332739N,1114342W
043832N,0851514W
025290N,1082716E
393127N,0825854W
433436N,0712414W
311354N,0984239W
393412N,1045056W
391127N,1205955W
004813N,1222616W
384225N,0094021W
431257N,0021831E
324940S,0684755W
011263N,0395847E
325612N,0962611W
,
341534N,1182448W
374923N,1213747W
341124N,0096360W
253022S,0305437E
422512N,0875212W
381156N,1094223W
332121N,0117155W
315958N,1102129W
313518N,1102040W
355412N,0802816W
048315N,0082838E
034430N,1171617W
038369N,0086843W
,
025424N,1062615W
435550N,1125617W
039402N,0744528W
004530N,0122922W
414340N,0742239W
373447N,1013559W
,
332614N,0112028W
314826N,1062235W
481752N,0012268W
403128N,0743554W
033505N,0843928W
353650N,0772044W
303757N,0865937W
361618N,1155942W
485744N,0022618E
,
,
,
040716N,0761757W
382158N,0084170W
003484N,1155731W
265132N,0082151W
045462N,0123596W
026010N,0080144W
000140N,0323158E
382543N,0105625W
373423N,0762125W
039033N,0951246W
344431N,0082231W
403128N,0743554W
375657N,1075319W
335234N,0084187W
,
,
383015N,0086399W
383259N,0951457W
353457N,0007965W
361042N,0914618W
384112N,0752139W
2237400,47500300
163027N,0615052W
,
432056N,0882325W
026013N,0080146W
034510N,0011825W
031824N,0094270W
302618N,0924017W
045253N,0931115W
344319S,0150428E
582117N,1343442W
043107N,0741050W
345229N,0963211W
007195S,0314321E
040538N,0774858W
,
,
435722N,0009571W
364155N,0078545W
193439N,0705821W
,
331138N,0943134W
334055N,0965041W
451553N,0112335W
292342N,0982916W
001211N,1035938E
292035N,0095016W
039441N,0773327W
461357N,1033920W
442852N,1034710W
444522N,0094453W
321856N,1005650W
411217N,1115956W
303815N,0865937W
292915N,0951853W
034535N,0086512W
036252N,0865649W
293521N,0813412W
324857N,0117822W
354313N,0082051W
045016N,0691415W
008250N,0048290E
391327N,1061855W
324925N,0935042W
,
334750N,1121427W
036127N,0784259W
026934N,0097210W
323022N,0933824W
402859N,1112545W
302040N,0813110W
283143N,0812853W
411534N,0070330W
335328N,1181437W
255941N,0801524W
323659N,0973825W
275719N,0823142W
323355N,0971830W
404336N,0732438W
048451N,0002646E
,
412543N,0882515W
302913N,0085650W
031437N,0811910W
324156N,0097249W
002313S,0443143W
374135N,1214842W
414343N,0098321W
026751N,0081495W
334450S,1384251E
333414N,0112151W
,
391350N,0094485W
343425N,0834257W
355740N,0781513W
385644N,1043416W
421814N,0892041W
,
332151N,0084108W
343628N,0012053W
455156N,0952340W
041434N,0734459W
,
294859N,0952634W
313643N,0089512W
383128N,0775137W
030250N,0095404W
,
042930N,0724258W
401532N,0754026W
353237N,0842258W
095938N,0841232W
423038N,0833735W
302224N,0096652W
034057N,0118275W
322434N,0111136W
384527N,1094513W
354224N,0905641W
,
026821S,0281446E
032597N,0097195W
414648N,0112830W
605424N,1493723W
037369N,0762648W
342914N,0773137W
255425N,0801641W
004426N,0074849W
2439350,52172200
,
334947N,1163024W
002569N,1011813E
153522N,0323312E
006732S,1063922E
445946N,0121816W
404535N,0732647W
324345N,0991619W
4424016,59652314
1503900,59652314
046536N,0117437W
482823N,1201042W
043441N,0704924W
355621N,0964914W
363146N,0931154W
030523N,0083511W
043748N,0854021W
354219N,0080255W
611238N,1495026W
028456S,0026537E
345330N,0794526W
044959N,0941318W
475950N,1133448W
353726N,0805550W
033400N,0785119W
,
,
295934N,0955550W
263535N,0008056W
010112S,0048335W
335841N,0835745W
048178N,1234057W
,
030253N,0082592W
034322N,0117365W
035486N,0084845W
413654N,0903515W
393111N,0107400W
415025N,1241019W
043504N,0844425W
,
242616N,0883659E
,
,
030034N,0931948W
,
421636N,0715734W
064523S,0051413W
006279N,0533243W
046712N,0122540W
025751N,0008128W
434314N,0008508W
004140N,0073925E
,
018535S,0481334W
033599N,1172458W
,
061355N,0144245W
333712N,0011690W
004401N,0011688W
033127N,0971157W
040150N,0105613W
040739N,0852620W
305429N,0955711W
375246N,0785337W
046259N,1051915W
673011N,1482937W
411959N,0072222W
,
372218N,0761342W
041426N,0744742W
404230N,0099504W
040446N,0083424W
,
033259N,0971356W
035192N,0831235W
030217N,0905538W
401940N,0075653W
325641N,1124249W
391820N,0120914W
274629N,0973039W
036614N,0904253W
385032N,0106752W
444440N,1145517W
,
312559N,0853721W
324349N,1171035W
393028N,1045119W
039248N,0775859W
421551N,1184030W
325549N,0972441W
392214N,1014156W
002940N,0811651W
642511N,1482742W
395036N,0823443W
333338N,0965454W
351353N,0077389W
402411N,1123456W
304235N,0813237W
035134N,0923252W
035513N,0086419W
003400N,0008000W
264448N,0803920W
040195N,0865143W
,
004260N,1073448W
002850N,0082160W
040626N,0932229W
,
,
293216N,0982831W
264059N,0080542W
381450N,0078244W
040751N,0834515W
332742N,1114350W
,
324854N,0117828W
003501N,1182315W
028136N,0114129W
431752N,0894520W
455159N,0952341W
182116N,0065140W
381050N,0099555W
423543N,0089149W
612011N,0152059W
271442N,0812450W
038358N,0007744W
393650N,0110456W
020230S,1442124E
333412N,0114150W
073416S,0056521W
,
019514S,0482732W
333359N,1015241W
334327N,0118158W
395545N,1045752W
341558N,0865153W
,
253259N,0791648W
043367N,0012659E
,
412444N,0782956W
364645N,0088353W
134150N,0089636W
026911N,0009886W
039567N,0086242W
304948N,0090407W
,
332531S,0191439E
,
425742N,0704949W
038220N,0854417W
441515N,0012192W
039106N,0782123W
,
039730N,0943532W
,
203212S,0453624W
030417N,0085348W
042420N,0091427W
034317N,1092244W
000120N,0003717E
374157N,1214839W
272951N,0802222W
341544N,0835055W
261152N,0795320W
265842N,0801242W
295922N,0842343W
263018N,0801144W
253119N,0991358W
242715N,1072327W
283040N,1053148W
,
032357N,0961828W
205058N,0157736W
621736N,1532143W
041845N,0141513E
265924N,0822226W
465215N,1221526W
585221N,0152815W
038754N,1211013W
441754N,1213240W
,
275641N,0814711W
232023S,0294824E
425953N,0741946W
391350N,0774454W
031628N,0891628W
004322N,0861153W
043594N,0883325W
362727N,0082536W
033276N,0902935W
034558N,0118218W
022610N,0742650W
040277N,0105041W
411147N,0099291W
314250N,0954038W
,
034352S,0061041W
,
611244N,0149519W
381714N,1042957W
004092N,0122155W
036223N,0095595W
341249N,0119540W
007128N,0734824W
061367N,0151270W
061140N,0147511W
,
,
413043N,0741549W
5965231,0109452E
322112N,0845710W
441854N,0694741W
,
030758N,0092815W
322918N,1111733W
323312N,1005320W
351320N,0832512W
351613N,0823839W
365116N,0902615W
,
393739N,0086517W
445319N,0011666W
332928N,0952728W
331149N,1124616W
362559N,1194118W
255954N,0801353W
444036N,1132124W
325848N,0353412E
060712N,1502548W
484228N,1225435W
,
342634N,0116413W
613216N,0165368W
032658N,1105628W
335228N,0834610W
282432N,0815013W
325359N,0965625W
,
,
335630N,1182431W
332324N,0841952W
033495N,1115353W
425950N,1231855W
194034N,0099958W
040037N,0105253W
,
,
455242N,0111348W
394737N,1043250W
,
046456N,1082852W
,
422855N,1142916W
305018N,0851056W
395924N,0753443W
,
,
644854N,1475123W
335232N,0912033W
475426N,1221656W
032440N,1084340W
274911N,0097533W
331627N,1121931W
033197N,0964641W
601216N,0154198W
372144N,0984844W
273239N,0992742W
,
331845N,0865535W
033113N,0974942W
033459N,0971741W
061276N,1482156W
,
,
,
,
032270N,0111120W
,
036569N,1214723W
255142N,0805349W
611034N,1495637W
334520N,0964023W
411142N,0112044W
413054N,0120330W
048314N,1224838W
003478N,0851847W
,
323035N,1111931W
035137N,0805655W
012119S,0077651W
045517N,1221541W
021956S,0375813E
,
243625N,0883250E
,
272940N,0803220W
032530N,0834359W
028523N,0823416W
011831S,0364441E
405925N,0745648W
,
294324N,0984140W
041275N,0865559W
351615N,0096151W
392540N,0101255W
373921N,0097336W
293321N,0951941W
481758N,1163336W
385856N,0765527W
401712N,0763437W
391547N,1052228W
342412N,0080167W
301151N,0973959W
135551N,0904329W
,
,
,
,
363212N,0865516W
,
411257N,0982419W
424014N,0088431W
032446N,0102482W
040633N,1044250W
312142N,0096839W
037402N,1015917W
271036N,0814936W
355127N,0142839E
024837N,0067272E
272951N,0802222W
345337N,0785037W
421617N,0715233W
421218N,0783850W
028050N,0822043W
415922N,0008866W
,
,
332725N,0805134W
391330N,1065210W
,
333214N,0084113W
405453N,0812631W
038545N,0095384W
025451S,0028143E
371745N,0811227W
381550N,0785347W
032617N,0833349W
341155N,0964028W
421917N,0885015W
037422N,1133114W
483230N,1224711W
484734N,1223215W
383231N,0834436W
315136N,0086050W
,
,
,
039540N,1053419W
035226N,1064023W
611013N,1544919W
464444N,0117954W
344351N,0011226W
384821N,0104423W
521225N,0061131E
483131N,1175250W
432933N,0083235W
331037N,0963516W
,
025420N,0791554W
011043N,0741218W
027452N,0822438W
351926N,0772159W
454942N,1191533W
039318N,0853555W
460300N,1041712W
644854N,1475123W
561839N,0158325W
322114N,0943228W
192023N,0099342W
,
,
474631N,1164925W
054458N,0043736W
,
019517S,0043572W
,
,
351846N,1121116W
053710N,0063441E
353315N,0892331W
314755N,0851023W
381528N,1223619W
325926N,0111558W
453740N,1222416W
034811N,0115591W
611259N,1495011W
483119N,0123128W
591823N,1543524W
035311N,1061055W
323812N,0108923W
,
412920N,0076112W
402657N,0105035W
441944N,0931847W
,
035057N,1103816W
034582N,0933720W
274837N,0097514W
394453N,0084517W
272822N,0993323W
345115N,0008391W
003713N,0110128W
345056N,1114724W
021329S,0146357E
041383N,0076121W
,
051282N,0002718E
,
612433N,1493139W
393412N,1045057W
413316N,0112344W
030344N,0815830W
,
064749N,0632225W
,
,
362950N,0079436W
304323N,0091859W
341336S,0059207W
442930N,1231736W
414010N,0701649W
403342N,0081442W
414036N,0705728W
038160N,0772654W
411641N,0741742W
433423N,0071254W
611659N,1482527W
403820N,1002824W
345256N,0802610W
275922N,0815943W
041459N,0091438W
192611N,0099420W
363753N,0008015W
363458S,0072154W
036120N,1065730W
033928N,0842232W
434417N,0111627W
039839N,0078844W
047571N,0214333E
465536N,1195142W
254638N,0100627W
142233N,0912218W
204726N,0156570W
038358N,0975138W
003758N,0852038W
311728N,0089178W
,
323015N,0805934W
371620N,0107513W
201227S,0501649W
384455N,0765721W
442819N,0073912W
332739N,1114342W
361258N,1151216W
264530N,0812437W
271427N,0805756W
351149N,1145123W
215037N,0993822W
,
027548N,0824113W
531617N,0072639E
030342N,0953310W
032832N,1111028W
,
383319N,1211750W
034543N,0117146W
061431N,0015051W
055120N,0162431W
613351N,0149737W
,
048939N,0122932W
,
,
,
375641N,0882017W
047464N,1164910W
334939N,0011265W
462249N,0117113W
451431N,0893648W
293148N,0972736W
039356N,1045117W
,
,
,
352931N,0974916W
362149N,0821832W
7302524,59652314
385018N,0009200W
361129N,0095541W
041339N,0875850W
331756N,1115457W
291048N,0081329W
301728N,0874030W
003133N,0008742W
341549N,0117931W
,
452553N,1225623W
,
043315N,0084334W
060348N,1511440W
038436N,0089248W
621719N,1451729W
424513N,0874817W
253836N,0080267W
435332N,0695620W
452649N,0116359W
061195N,0148171W
005539N,0036520E
036146N,0119346W
421452N,0111213W
031484N,0913513W
034594N,0834945W
374942N,1213733W
373356N,1012213W
042910N,0883019W
,
392845N,0122344W
003902N,0119454W
394632N,1043540W
381655N,0762452W
,
485946N,0955844W
313333S,0545317W
314617N,0843024W
,
,
372331N,0002624E
494821N,0074058E
036528N,0882747W
393413N,0083252W
033418N,0078587W
352850N,0772122W
032303N,0935130W
405651N,0741852W
345842N,0904323W
324141N,0080011W
371738N,0087724W
415627N,1114712W
041476N,0087457W
037372N,0832320W
424717N,0088413W
036123N,0115315W
,
262630N,0098720W
425449N,0762627W
044931N,1231235W
355044N,0845834W
028495N,0814831W
261032N,0981415W
034171N,1191845W
364959N,0114321W
033263N,0112042W
221237S,0472045W
019592S,0435758W
,
040952N,0105949W
365720N,0121284W
402854N,0843256W
612029N,1485956W
343917N,0112259W
362615N,0079512W
222740N,0781942W
038496N,0083140W
,
325349N,0097235W
003620N,0862853W
412141N,1114535W
293121N,0951438W
,
,
010303N,0072628E
244334N,0008135W
335858N,0083402W
515725N,0042614E
055226N,0715259W
035365N,0903527W
040276N,0105041W
412211N,0096120W
312129N,0100302W
491853N,0945126W
444047N,0011510W
060429N,1433037W
473053N,0120295W
423112N,1182736W
003902N,0119454W
033742N,1171648W
362027N,0802334W
039551N,0765223W
051539N,0001419E
443212N,0115213W
455711N,0114832W
039569N,0086244W
425813N,0834445W
444920N,0201732E
073810S,0564416W
342031S,0144530E
421449N,1111930W
391915N,0120835W
,
,
355822N,0011584W
,
,
395142N,1044023W
003354N,0972058W
384729N,0083052W
382842N,1075234W
040651N,0864515W
413550N,0742730W
323039N,0092216W
411715N,0741714W
401248N,0074350W
036210N,0119412W
335126N,0903645W
392447N,1204459W
391746N,1193328W
056437N,1594047W
455157N,0952341W
,
205555N,0893947W
105715N,0741041W
312124N,1002957W
414959N,0792138W
040532N,0763433W
431911N,0094481W
046423N,0015922E
432338N,0704229W
,
034047N,0843549W
393617N,0784445W
039133N,1065158W
,
021117S,0475427W
411457N,1203153W
036508S,1744626E
423217N,1225355W
033524N,0975212W
040276N,0845919W
046143N,0912645W
404214N,0105031W
385632N,0763353W
431516N,0732813W
026583N,0080917W
,
041444N,0744534W
352755N,0089325W
294124N,0955026W
414744N,0086451W
059643N,0094339E
030515N,0903458W
433547N,1163152W
483733N,0120916W
461928N,1111728W
382818N,0101212W
355912N,0905345W
028051N,0822044W
045165N,0115411W
,
,
048212N,0120538W
482848N,1135736W
403549N,0822554W
343415N,1171125W
046715N,1145538W
,
362559N,0081251W
,
,
422533N,0714734W
384850N,0076356W
,
,
405955N,0762544W
265118S,0152509E
394738N,0104334W
,
032219N,0972938W
040277N,0105041W
331523N,0086156W
035439N,1064323W
414712N,1114641W
034581N,0803849W
273555N,0895654W
385450N,1042635W
433642N,1114140W
030912N,0951919W
521441N,0006248E
341550N,1165122W
391132N,1194357W
036448N,0011598W
401656N,1211428W
048459N,1144019W
454021N,1213344W
454328N,1215320W
335646S,1511037E
040913N,0008034W
003535N,0835659W
094428N,0008519E
037574S,0145550E
353525N,0008962W
433459N,1241049W
334442N,0116165W
029582N,0081211W
431330N,0752340W
060431N,0150201W
414413N,0721055W
444029N,0084719W
424418N,0825323W
,
442949N,0034913E
,
003631N,0905830W
044592N,0902741W
043513N,0112305W
,
301442N,0923954W
433453N,1163123W
403749N,0935410W
331533N,1161915W
465026N,0114179W
343636N,0964648W
,
393311N,0835118W
374910N,0971334W
103611N,0665926W
042403N,0085219W
045243N,0115113E
021950N,0158047W
